date, value
11/30/1964,23.67
12/1/1964,23.5
12/2/1964,23.42
12/3/1964,23.45
12/4/1964,23.4
12/7/1964,23.32
12/8/1964,23.07
12/9/1964,23
12/10/1964,22.95
12/11/1964,23
12/14/1964,23.17
12/15/1964,23.15
12/16/1964,23
12/17/1964,23
12/18/1964,23.1
12/21/1964,23.35
12/22/1964,23.35
12/23/1964,23.45
12/24/1964,23.55
12/28/1964,23.5
12/29/1964,23.32
12/30/1964,23.32
12/31/1964,23.45
1/4/1965,23.45
1/5/1965,23.45
1/6/1965,23.45
1/7/1965,23.4
1/8/1965,23.45
1/11/1965,23.35
1/12/1965,23.37
1/13/1965,23.3
1/14/1965,23.32
1/15/1965,23.45
1/18/1965,23.52
1/19/1965,23.5
1/20/1965,23.4
1/21/1965,23.4
1/22/1965,23.45
1/25/1965,23.45
1/26/1965,23.47
1/27/1965,23.4
1/28/1965,23.3
1/29/1965,23.4
2/1/1965,23.4
2/2/1965,23.6
2/3/1965,23.6
2/4/1965,23.55
2/5/1965,23.57
2/8/1965,23.72
2/9/1965,23.67
2/10/1965,23.72
2/11/1965,23.77
2/12/1965,23.85
2/15/1965,23.9
2/16/1965,23.85
2/17/1965,23.52
2/18/1965,23.65
2/19/1965,23.75
2/23/1965,23.85
2/24/1965,23.95
2/25/1965,23.92
2/26/1965,23.87
3/1/1965,23.85
3/2/1965,23.75
3/3/1965,23.75
3/4/1965,23.67
3/5/1965,23.57
3/8/1965,23.6
3/9/1965,23.6
3/10/1965,23.57
3/11/1965,23.55
3/12/1965,23.7
3/15/1965,23.87
3/16/1965,23.9
3/17/1965,24.17
3/18/1965,24.17
3/19/1965,24.1
3/22/1965,24.4
3/23/1965,24.55
3/24/1965,25.1
3/25/1965,24.75
3/26/1965,24.866
3/29/1965,24.89
3/30/1965,24.86
3/31/1965,24.56
4/1/1965,24.6
4/2/1965,24.57
4/5/1965,24.92
4/6/1965,25.02
4/7/1965,24.97
4/8/1965,24.72
4/9/1965,24.72
4/12/1965,24.85
4/13/1965,24.97
4/14/1965,25.27
4/15/1965,25.35
4/19/1965,25.55
4/20/1965,25.55
4/21/1965,25.47
4/22/1965,25.6
4/23/1965,25.55
4/26/1965,25.42
4/27/1965,25.62
4/28/1965,25.75
4/29/1965,25.8
4/30/1965,25.9
5/3/1965,26.12
5/4/1965,26.3
5/5/1965,26.4
5/6/1965,26.35
5/7/1965,26.15
5/10/1965,26.37
5/11/1965,26.85
5/12/1965,26.7
5/13/1965,26.6
5/14/1965,26.8
5/17/1965,26.8
5/18/1965,26.9
5/19/1965,26.85
5/20/1965,27.15
5/21/1965,27.22
5/24/1965,27.35
5/25/1965,27.57
5/26/1965,27.65
5/27/1965,27.67
5/28/1965,27.41
6/1/1965,27.65
6/2/1965,27.77
6/3/1965,27.65
6/4/1965,27.37
6/7/1965,27.07
6/8/1965,26.95
6/9/1965,26.5
6/10/1965,26.87
6/11/1965,26.62
6/14/1965,26.37
6/15/1965,26.77
6/16/1965,27.05
6/17/1965,27.25
6/18/1965,27.57
6/21/1965,27.47
6/22/1965,27.05
6/23/1965,26.8
6/24/1965,26.7
6/25/1965,27.15
6/28/1965,27.12
6/29/1965,27
6/30/1965,26.9
7/1/1965,27.12
7/2/1965,27.02
7/6/1965,26.85
7/7/1965,27
7/8/1965,26.95
7/9/1965,26.65
7/12/1965,26.5
7/13/1965,26.4
7/14/1965,26.25
7/15/1965,26.37
7/16/1965,26.45
7/19/1965,26.47
7/20/1965,26.4
7/21/1965,26.12
7/22/1965,26.2
7/23/1965,26.32
7/26/1965,26.37
7/27/1965,26.486
7/28/1965,26.248
7/29/1965,26.04
7/30/1965,25.814
8/2/1965,25.6
8/3/1965,25.45
8/4/1965,25.42
8/5/1965,25.47
8/6/1965,25.72
8/9/1965,25.65
8/10/1965,25.7
8/11/1965,25.7
8/12/1965,25.95
8/13/1965,26.07
8/16/1965,26.1
8/17/1965,25.95
8/18/1965,25.62
8/19/1965,25.7
8/20/1965,25.7
8/23/1965,25.9
8/24/1965,26.17
8/25/1965,26.12
8/26/1965,26
8/27/1965,25.97
8/30/1965,25.97
8/31/1965,26.02
9/1/1965,26
9/2/1965,26
9/3/1965,26.2
9/7/1965,26
9/8/1965,26.15
9/9/1965,26.25
9/10/1965,26.2
9/13/1965,26.05
9/14/1965,25.92
9/15/1965,26
9/16/1965,26
9/17/1965,25.92
9/20/1965,25.95
9/21/1965,25.92
9/22/1965,25.8
9/23/1965,25.8
9/24/1965,25.85
9/27/1965,25.774
9/28/1965,25.69
9/29/1965,25.572
9/30/1965,25.474
10/1/1965,25.35
10/4/1965,25.25
10/5/1965,25.37
10/6/1965,25.62
10/7/1965,25.55
10/8/1965,25.47
10/11/1965,25.57
10/12/1965,25.52
10/13/1965,25.4
10/14/1965,25.5
10/15/1965,25.52
10/18/1965,25.37
10/19/1965,25.32
10/20/1965,25.45
10/21/1965,25.35
10/22/1965,25.3
10/25/1965,25.35
10/26/1965,25.45
10/27/1965,25.6
10/28/1965,25.6
10/29/1965,25.6
11/1/1965,25.75
11/2/1965,25.87
11/3/1965,25.92
11/4/1965,25.8
11/5/1965,25.87
11/8/1965,25.87
11/9/1965,25.85
11/10/1965,25.77
11/11/1965,25.82
11/12/1965,25.77
11/15/1965,25.85
11/16/1965,25.77
11/17/1965,25.65
11/18/1965,25.67
11/19/1965,25.72
11/22/1965,25.77
11/23/1965,25.87
11/24/1965,25.806
11/26/1965,25.71
11/29/1965,25.638
11/30/1965,25.62
12/1/1965,25.6
12/2/1965,26.2
12/3/1965,26.5
12/6/1965,26.8
12/7/1965,27.6
12/8/1965,27.65
12/9/1965,26.9
12/10/1965,27.1
12/13/1965,27.5
12/14/1965,27.3
12/15/1965,27
12/16/1965,26.9
12/17/1965,26.9
12/20/1965,27.07
12/21/1965,27
12/22/1965,26.97
12/23/1965,26.75
12/27/1965,26.25
12/28/1965,26.15
12/29/1965,26.12
12/30/1965,26.22
1/3/1966,26.55
1/4/1966,26.8
1/5/1966,26.8
1/6/1966,26.7
1/7/1966,26.75
1/10/1966,26.82
1/11/1966,26.75
1/12/1966,26.8
1/13/1966,26.82
1/14/1966,27.12
1/17/1966,27.12
1/18/1966,26.9
1/19/1966,26.75
1/20/1966,26.95
1/21/1966,27.05
1/24/1966,27.25
1/25/1966,27.4
1/26/1966,27.466
1/27/1966,27.52
1/28/1966,27.46
1/31/1966,27.636
2/1/1966,27.35
2/2/1966,27.5
2/3/1966,27.55
2/4/1966,27.7
2/7/1966,27.7
2/8/1966,27.65
2/9/1966,27.62
2/10/1966,27.75
2/11/1966,27.85
2/14/1966,28.3
2/15/1966,28.25
2/16/1966,28.2
2/17/1966,28.25
2/18/1966,28.4
2/21/1966,28.65
2/23/1966,29.05
2/24/1966,28.8
2/25/1966,28.9
2/28/1966,28.87
3/1/1966,28.97
3/2/1966,29.05
3/3/1966,29.15
3/4/1966,29.05
3/7/1966,29.02
3/8/1966,28.85
3/9/1966,28.75
3/10/1966,28.85
3/11/1966,28.52
3/14/1966,27.85
3/15/1966,27.95
3/16/1966,28.35
3/17/1966,28.3
3/18/1966,28.2
3/21/1966,28.2
3/22/1966,28.2
3/23/1966,28.3
3/24/1966,28.35
3/25/1966,28.3
3/28/1966,28.13
3/29/1966,27.77
3/30/1966,27.388
3/31/1966,27.196
4/1/1966,27.2
4/4/1966,27.22
4/5/1966,27.12
4/6/1966,27.1
4/7/1966,27.17
4/11/1966,27.17
4/12/1966,27.1
4/13/1966,27.1
4/14/1966,27.1
4/15/1966,26.92
4/18/1966,26.52
4/19/1966,26.52
4/20/1966,26.52
4/21/1966,26.35
4/22/1966,26.15
4/25/1966,25.65
4/26/1966,25.65
4/27/1966,25.35
4/28/1966,25.75
4/29/1966,25.87
5/2/1966,26
5/3/1966,25.8
5/4/1966,25.72
5/5/1966,25.82
5/6/1966,25.62
5/9/1966,25.72
5/10/1966,25.6
5/11/1966,25.62
5/12/1966,25.6
5/13/1966,25.65
5/16/1966,25.55
5/17/1966,25.65
5/18/1966,25.8
5/19/1966,25.95
5/20/1966,26.1
5/23/1966,26.05
5/24/1966,25.9
5/25/1966,25.95
5/26/1966,26.05
5/27/1966,26.18
5/31/1966,26.25
6/1/1966,26.2
6/2/1966,26.12
6/3/1966,26.1
6/6/1966,25.87
6/7/1966,25.65
6/8/1966,25.67
6/9/1966,25.9
6/10/1966,25.97
6/13/1966,26
6/14/1966,25.72
6/15/1966,25.57
6/16/1966,25.47
6/17/1966,25.47
6/20/1966,25.32
6/21/1966,25.45
6/22/1966,25.55
6/23/1966,25.47
6/24/1966,25.35
6/27/1966,25.1
6/28/1966,25.17
6/29/1966,25.7
6/30/1966,25.3
7/1/1966,25.45
7/5/1966,25.92
7/6/1966,25.75
7/7/1966,25.65
7/8/1966,25.75
7/11/1966,25.85
7/12/1966,25.72
7/13/1966,25.6
7/14/1966,25.62
7/15/1966,25.5
7/18/1966,25.75
7/19/1966,25.9
7/20/1966,25.9
7/21/1966,25.95
7/22/1966,25.85
7/25/1966,25.92
7/26/1966,26.026
7/27/1966,26.138
7/28/1966,26.32
7/29/1966,26.314
8/1/1966,26.1
8/2/1966,26.17
8/3/1966,26.3
8/4/1966,26.5
8/5/1966,26.7
8/8/1966,26.85
8/9/1966,26.85
8/10/1966,26.82
8/11/1966,26.85
8/12/1966,26.9
8/15/1966,26.95
8/16/1966,27.1
8/17/1966,27.3
8/18/1966,27.32
8/19/1966,27.1
8/22/1966,27.2
8/23/1966,27.02
8/24/1966,27
8/25/1966,27.07
8/26/1966,26.85
8/29/1966,26.72
8/30/1966,26.6
8/31/1966,26.75
9/1/1966,26.9
9/2/1966,26.97
9/6/1966,26.87
9/7/1966,26.9
9/8/1966,26.8
9/9/1966,26.75
9/12/1966,26.7
9/13/1966,26.6
9/14/1966,26.52
9/15/1966,26.55
9/16/1966,26.45
9/19/1966,26.35
9/20/1966,26.57
9/21/1966,26.4
9/22/1966,26.4
9/23/1966,26.47
9/26/1966,26.37
9/27/1966,26.35
9/28/1966,26.52
9/29/1966,26.64
9/30/1966,26.78
10/3/1966,26.7
10/4/1966,26.55
10/5/1966,26.5
10/6/1966,26.57
10/7/1966,26.52
10/10/1966,26.67
10/11/1966,26.75
10/12/1966,26.55
10/13/1966,26.37
10/14/1966,26.15
10/17/1966,26.1
10/18/1966,25.95
10/19/1966,25.7
10/20/1966,25.7
10/21/1966,25.87
10/24/1966,25.75
10/25/1966,25.55
10/26/1966,25.6
10/27/1966,25.65
10/28/1966,25.67
10/31/1966,25.27
11/1/1966,25
11/2/1966,24.62
11/3/1966,24.6
11/4/1966,24.62
11/7/1966,24.65
11/9/1966,24.8
11/10/1966,25
11/11/1966,24.9
11/14/1966,25.15
11/15/1966,25.02
11/16/1966,25.12
11/17/1966,25.05
11/18/1966,25.3
11/21/1966,25.6
11/22/1966,25.67
11/23/1966,25.7
11/25/1966,25.824
11/28/1966,25.938
11/29/1966,26.058
11/30/1966,26.08
12/1/1966,26.5
12/2/1966,26.45
12/5/1966,26.25
12/6/1966,26.3
12/7/1966,26.42
12/8/1966,26.55
12/9/1966,26.4
12/12/1966,26.15
12/13/1966,26
12/14/1966,25.85
12/15/1966,25.95
12/16/1966,25.75
12/19/1966,26.1
12/20/1966,26
12/21/1966,25.9
12/22/1966,25.82
12/23/1966,25.85
12/27/1966,25.77
12/28/1966,25.95
12/29/1966,26
12/30/1966,25.95
1/3/1967,26.12
1/4/1967,26.3
1/5/1967,26.25
1/6/1967,26.22
1/9/1967,26.5
1/10/1967,26.32
1/11/1967,26.25
1/12/1967,26.17
1/13/1967,26.2
1/16/1967,26
1/17/1967,25.87
1/18/1967,25.65
1/19/1967,25.65
1/20/1967,25.32
1/23/1967,25.1
1/24/1967,25.27
1/25/1967,25.316
1/26/1967,25.498
1/30/1967,25.2
1/31/1967,25.176
2/1/1967,25.35
2/2/1967,25.47
2/3/1967,25.57
2/6/1967,25.47
2/7/1967,25.32
2/8/1967,25.17
2/9/1967,25.45
2/10/1967,25.2
2/13/1967,25.1
2/14/1967,25.25
2/15/1967,25.2
2/16/1967,25.2
2/17/1967,25.27
2/20/1967,25.05
2/21/1967,25.12
2/23/1967,25.15
2/24/1967,25.12
2/27/1967,25.32
2/28/1967,25.12
3/1/1967,25.25
3/2/1967,25.22
3/3/1967,25.35
3/6/1967,25.42
3/7/1967,25.6
3/8/1967,25.62
3/9/1967,25.42
3/10/1967,25.4
3/13/1967,25.42
3/14/1967,25.4
3/15/1967,25.27
3/16/1967,25.27
3/17/1967,25.27
3/20/1967,25.47
3/21/1967,25.45
3/22/1967,25.65
3/23/1967,25.62
3/27/1967,25.6
3/28/1967,25.67
3/29/1967,25.54
3/30/1967,25.482
3/31/1967,25.694
4/3/1967,25.8
4/4/1967,25.87
4/5/1967,26.05
4/6/1967,25.97
4/7/1967,25.87
4/10/1967,25.82
4/11/1967,25.82
4/12/1967,25.95
4/13/1967,25.92
4/14/1967,25.9
4/17/1967,25.87
4/18/1967,25.7
4/19/1967,25.7
4/20/1967,25.77
4/21/1967,25.75
4/24/1967,25.82
4/25/1967,25.75
4/26/1967,25.67
4/27/1967,25.65
4/28/1967,25.57
5/1/1967,25.55
5/2/1967,25.65
5/3/1967,25.67
5/4/1967,25.8
5/5/1967,25.85
5/8/1967,26.15
5/9/1967,26.2
5/10/1967,26.25
5/11/1967,26
5/12/1967,26.12
5/15/1967,26.47
5/16/1967,26.55
5/17/1967,26.5
5/18/1967,26.57
5/19/1967,26.55
5/22/1967,26.5
5/23/1967,26.47
5/24/1967,26.45
5/25/1967,26.716
5/26/1967,27.08
5/29/1967,27.44
5/31/1967,27.64
6/1/1967,27.62
6/2/1967,27.67
6/5/1967,27.67
6/6/1967,27.75
6/7/1967,27.65
6/8/1967,27.7
6/9/1967,27.65
6/12/1967,27.85
6/13/1967,27.8
6/14/1967,27.65
6/15/1967,27.45
6/16/1967,27.37
6/19/1967,27.4
6/20/1967,27.45
6/21/1967,27.52
6/22/1967,27.35
6/23/1967,27.25
6/26/1967,27.1
6/27/1967,27.2
6/28/1967,27.15
6/29/1967,27.2
6/30/1967,27.25
7/3/1967,27.3
7/5/1967,27.25
7/6/1967,27.32
7/7/1967,27.5
7/10/1967,27.3
7/11/1967,27.35
7/12/1967,27.32
7/13/1967,27.42
7/14/1967,27.5
7/17/1967,27.2
7/18/1967,27.05
7/19/1967,27.2
7/20/1967,27.07
7/21/1967,27.07
7/24/1967,26.87
7/25/1967,26.75
7/26/1967,26.91
7/27/1967,27.098
7/28/1967,27.28
7/31/1967,27.4
8/1/1967,27.47
8/2/1967,27.37
8/3/1967,27.5
8/4/1967,27.6
8/7/1967,27.72
8/8/1967,27.75
8/9/1967,27.82
8/10/1967,27.82
8/11/1967,27.7
8/14/1967,27.87
8/15/1967,27.9
8/16/1967,27.77
8/17/1967,27.77
8/18/1967,27.75
8/21/1967,27.77
8/22/1967,27.85
8/23/1967,28
8/24/1967,28
8/25/1967,27.97
8/28/1967,27.87
8/29/1967,27.9
8/30/1967,27.9
8/31/1967,27.9
9/1/1967,27.87
9/5/1967,28.02
9/6/1967,28.07
9/7/1967,28
9/8/1967,27.77
9/11/1967,27.75
9/12/1967,27.85
9/13/1967,27.7
9/14/1967,27.67
9/15/1967,27.5
9/18/1967,27.4
9/19/1967,27.32
9/20/1967,27
9/21/1967,27.07
9/22/1967,27.1
9/25/1967,27.07
9/26/1967,27.21
9/27/1967,27.108
9/28/1967,26.71
9/29/1967,26.696
10/2/1967,26.4
10/3/1967,26.45
10/4/1967,26.32
10/5/1967,26.5
10/6/1967,26.5
10/9/1967,26.65
10/10/1967,26.42
10/11/1967,26.37
10/12/1967,26.35
10/13/1967,26.3
10/16/1967,26.05
10/17/1967,26.37
10/18/1967,26.47
10/19/1967,26.5
10/20/1967,26.4
10/23/1967,26.47
10/24/1967,26.37
10/25/1967,26.4
10/26/1967,26.1
10/27/1967,26.07
10/30/1967,25.82
10/31/1967,25.57
11/1/1967,25.42
11/2/1967,25.17
11/3/1967,25.3
11/6/1967,25.45
11/7/1967,25.42
11/8/1967,25.37
11/9/1967,25.37
11/10/1967,25.45
11/13/1967,25.3
11/14/1967,25.27
11/15/1967,25.47
11/16/1967,25.8
11/17/1967,25.87
11/20/1967,26.07
11/21/1967,26.05
11/22/1967,25.95
11/24/1967,25.77
11/27/1967,25.786
11/28/1967,25.75
11/29/1967,25.61
11/30/1967,25.5
12/1/1967,25.5
12/4/1967,25.55
12/5/1967,25.52
12/6/1967,25.67
12/7/1967,25.8
12/8/1967,25.75
12/11/1967,25.7
12/12/1967,25.52
12/13/1967,25.47
12/14/1967,25.47
12/15/1967,25.57
12/18/1967,25.57
12/19/1967,25.5
12/20/1967,25.55
12/21/1967,25.57
12/22/1967,25.52
12/26/1967,25.6
12/27/1967,25.55
12/28/1967,25.6
12/29/1967,25.7
1/2/1968,25.72
1/3/1968,25.82
1/4/1968,25.82
1/5/1968,25.75
1/8/1968,25.72
1/9/1968,25.65
1/10/1968,25.57
1/11/1968,25.65
1/12/1968,25.7
1/15/1968,25.72
1/16/1968,25.82
1/17/1968,25.97
1/18/1968,26
1/19/1968,25.87
1/22/1968,26
1/23/1968,26.15
1/24/1968,26.27
1/25/1968,26.17
1/26/1968,26.096
1/29/1968,26.198
1/30/1968,25.922
1/31/1968,25.72
2/1/1968,25.8
2/2/1968,25.77
2/5/1968,25.82
2/6/1968,25.87
2/7/1968,25.92
2/8/1968,26.15
2/9/1968,26.2
2/13/1968,26.35
2/14/1968,26.37
2/15/1968,26.17
2/16/1968,26.17
2/19/1968,26.42
2/20/1968,26.5
2/21/1968,26.55
2/23/1968,26.9
2/26/1968,26.9
2/27/1968,26.72
2/28/1968,26.8
2/29/1968,26.9
3/1/1968,26.77
3/4/1968,26.92
3/5/1968,26.82
3/6/1968,26.8
3/7/1968,26.55
3/8/1968,26.85
3/11/1968,27.07
3/12/1968,27.05
3/13/1968,27.02
3/14/1968,26.97
3/15/1968,26.9
3/18/1968,26.87
3/19/1968,26.92
3/20/1968,26.92
3/21/1968,27.05
3/22/1968,27.02
3/25/1968,27
3/26/1968,26.836
3/27/1968,26.76
3/28/1968,26.622
3/29/1968,26.506
4/1/1968,26.42
4/2/1968,26.45
4/3/1968,26.47
4/4/1968,26.55
4/5/1968,26.7
4/8/1968,26.77
4/10/1968,26.85
4/11/1968,26.82
4/15/1968,26.95
4/16/1968,26.9
4/17/1968,27.22
4/18/1968,27.15
4/19/1968,27.12
4/22/1968,26.87
4/23/1968,26.97
4/24/1968,27.12
4/25/1968,27.07
4/26/1968,26.97
4/29/1968,26.8
4/30/1968,26.75
5/1/1968,26.8
5/2/1968,26.85
5/3/1968,26.92
5/6/1968,26.8
5/7/1968,26.9
5/8/1968,26.8
5/9/1968,26.7
5/10/1968,26.75
5/13/1968,26.72
5/14/1968,26.77
5/15/1968,26.67
5/16/1968,26.72
5/17/1968,26.72
5/20/1968,26.57
5/21/1968,26.37
5/22/1968,26.32
5/23/1968,26.4
5/24/1968,26.52
5/27/1968,26.546
5/28/1968,26.51
5/29/1968,26.468
5/31/1968,26.34
6/3/1968,26.32
6/4/1968,26.47
6/5/1968,26.4
6/6/1968,26.42
6/7/1968,26.45
6/10/1968,26.42
6/11/1968,26.5
6/12/1968,26.42
6/13/1968,26.5
6/14/1968,26.77
6/17/1968,26.95
6/18/1968,26.9
6/19/1968,26.95
6/20/1968,26.97
6/21/1968,27.07
6/24/1968,26.92
6/25/1968,26.9
6/26/1968,27.07
6/27/1968,27.1
6/28/1968,27.37
7/1/1968,27.52
7/2/1968,27.57
7/3/1968,27.67
7/8/1968,27.52
7/9/1968,27.45
7/10/1968,27.6
7/11/1968,27.62
7/12/1968,27.75
7/15/1968,27.75
7/16/1968,27.75
7/17/1968,27.52
7/18/1968,27.3
7/19/1968,27.27
7/22/1968,27.4
7/23/1968,27.3
7/24/1968,27.32
7/25/1968,27.4
7/26/1968,27.414
7/29/1968,27.302
7/30/1968,27.188
7/31/1968,27.01
8/1/1968,26.8
8/2/1968,26.75
8/5/1968,26.42
8/6/1968,26.25
8/7/1968,26.35
8/8/1968,26.37
8/9/1968,26.55
8/12/1968,26.5
8/13/1968,26.37
8/14/1968,26.45
8/15/1968,26.55
8/16/1968,26.55
8/19/1968,26.57
8/20/1968,26.62
8/21/1968,26.77
8/22/1968,26.72
8/23/1968,26.8
8/26/1968,26.87
8/27/1968,26.77
8/28/1968,26.77
8/29/1968,26.82
8/30/1968,26.8
9/3/1968,26.75
9/4/1968,26.72
9/5/1968,26.75
9/6/1968,26.85
9/9/1968,26.82
9/10/1968,26.77
9/11/1968,26.72
9/12/1968,26.8
9/13/1968,26.9
9/16/1968,27.05
9/17/1968,27.07
9/18/1968,26.95
9/19/1968,26.9
9/20/1968,26.95
9/23/1968,26.92
9/24/1968,27.05
9/25/1968,26.95
9/26/1968,26.888
9/27/1968,26.508
9/30/1968,26.44
10/1/1968,26.35
10/2/1968,26.3
10/3/1968,26.2
10/4/1968,26.12
10/7/1968,26.22
10/8/1968,26.3
10/9/1968,26.4
10/10/1968,26.42
10/11/1968,26.42
10/14/1968,26.4
10/15/1968,26.4
10/16/1968,26.37
10/17/1968,26.6
10/18/1968,26.77
10/21/1968,26.82
10/22/1968,26.95
10/23/1968,26.97
10/24/1968,26.9
10/25/1968,26.9
10/28/1968,27.07
10/29/1968,27.22
10/30/1968,27.15
10/31/1968,27.05
11/1/1968,27.05
11/4/1968,27
11/6/1968,27.25
11/7/1968,27.3
11/8/1968,27.35
11/11/1968,27.45
11/12/1968,27.55
11/13/1968,27.5
11/14/1968,27.5
11/15/1968,27.35
11/18/1968,27.45
11/19/1968,27.62
11/20/1968,27.72
11/21/1968,27.9
11/22/1968,27.95
11/25/1968,28.054
11/26/1968,27.718
11/27/1968,27.452
11/29/1968,27.28
12/2/1968,27.25
12/3/1968,27.2
12/4/1968,27.15
12/5/1968,27.27
12/6/1968,27.42
12/9/1968,27.52
12/10/1968,27.7
12/11/1968,27.72
12/12/1968,27.62
12/13/1968,27.72
12/16/1968,28.07
12/17/1968,27.95
12/18/1968,27.75
12/19/1968,28
12/20/1968,28
12/23/1968,28.25
12/24/1968,28.32
12/26/1968,28.17
12/27/1968,28.07
12/30/1968,27.92
12/31/1968,27.92
1/2/1969,27.7
1/3/1969,27.57
1/6/1969,27.57
1/7/1969,27.7
1/8/1969,27.92
1/9/1969,27.9
1/10/1969,27.87
1/13/1969,27.77
1/14/1969,27.72
1/15/1969,28
1/16/1969,28.02
1/17/1969,28.15
1/20/1969,28.47
1/21/1969,28.52
1/22/1969,28.32
1/23/1969,28.42
1/24/1969,28.25
1/27/1969,28.57
1/28/1969,28.416
1/29/1969,28.258
1/30/1969,27.8
1/31/1969,27.716
2/3/1969,27.52
2/4/1969,27.6
2/5/1969,27.55
2/6/1969,27.45
2/7/1969,27.65
2/10/1969,27.9
2/11/1969,27.92
2/12/1969,27.85
2/13/1969,28
2/14/1969,28.22
2/17/1969,28.45
2/18/1969,28.57
2/19/1969,28.55
2/20/1969,28.52
2/24/1969,28.57
2/25/1969,28.5
2/26/1969,28.47
2/27/1969,28.6
2/28/1969,28.9
3/3/1969,29
3/4/1969,29.15
3/5/1969,29.22
3/6/1969,29.45
3/7/1969,29.72
3/10/1969,30.1
3/11/1969,30.07
3/12/1969,30.35
3/13/1969,30.37
3/14/1969,30.5
3/17/1969,30.57
3/18/1969,30.52
3/19/1969,30.7
3/20/1969,31
3/21/1969,31.47
3/24/1969,31.97
3/25/1969,32.194
3/26/1969,30.8
3/27/1969,29.71
3/28/1969,29.1
4/1/1969,29.4
4/2/1969,29.7
4/3/1969,29.75
4/7/1969,30.5
4/8/1969,30.3
4/9/1969,29.97
4/10/1969,30.2
4/11/1969,30
4/14/1969,29.8
4/15/1969,29.97
4/16/1969,29.82
4/17/1969,29.9
4/18/1969,29.8
4/21/1969,30.12
4/22/1969,30.2
4/23/1969,30.27
4/24/1969,30.55
4/25/1969,30.65
4/28/1969,31.1
4/29/1969,30.9
4/30/1969,30.92
5/1/1969,30.8
5/2/1969,30.77
5/5/1969,31.05
5/6/1969,31.47
5/7/1969,31.55
5/8/1969,31.75
5/9/1969,31.67
5/12/1969,32.22
5/13/1969,32.62
5/14/1969,32.87
5/15/1969,33.1
5/16/1969,33.05
5/19/1969,33.37
5/20/1969,32.8
5/21/1969,32.4
5/22/1969,32.85
5/23/1969,32.92
5/26/1969,32.814
5/27/1969,33.002
5/28/1969,32.798
5/29/1969,32.65
6/2/1969,32.8
6/3/1969,32.07
6/4/1969,31.85
6/5/1969,32.17
6/6/1969,32.42
6/9/1969,32.4
6/10/1969,32.72
6/11/1969,32.17
6/12/1969,32.2
6/13/1969,32.1
6/16/1969,31.65
6/17/1969,31.9
6/18/1969,32.5
6/19/1969,32.45
6/20/1969,32.27
6/23/1969,31.75
6/24/1969,31.25
6/25/1969,31.5
6/26/1969,31.35
6/27/1969,31.45
6/30/1969,31.85
7/1/1969,31.65
7/2/1969,31.7
7/3/1969,31.62
7/7/1969,31.7
7/8/1969,31.27
7/9/1969,30.65
7/10/1969,30.87
7/11/1969,30.62
7/14/1969,30.15
7/15/1969,29.9
7/16/1969,29.9
7/17/1969,29.85
7/18/1969,29.7
7/22/1969,29.5
7/23/1969,29.3
7/24/1969,28.75
7/25/1969,28.75
7/28/1969,29.076
7/29/1969,28.6
7/30/1969,28.87
7/31/1969,28.594
8/1/1969,28.22
8/4/1969,29.25
8/5/1969,28.82
8/6/1969,28.1
8/7/1969,28.3
8/8/1969,28.07
8/11/1969,28.27
8/12/1969,28.3
8/13/1969,28.25
8/14/1969,28.17
8/15/1969,28.22
8/18/1969,28.05
8/19/1969,27.9
8/20/1969,28.3
8/21/1969,28.75
8/22/1969,28.95
8/25/1969,28.85
8/26/1969,28.55
8/27/1969,28.65
8/28/1969,28.55
8/29/1969,28.45
9/2/1969,28.37
9/3/1969,28.55
9/4/1969,28.5
9/5/1969,28.42
9/8/1969,28.32
9/9/1969,28.25
9/10/1969,28.25
9/11/1969,28.3
9/12/1969,28.45
9/15/1969,28.2
9/16/1969,27.9
9/17/1969,27.92
9/18/1969,28.32
9/19/1969,28.45
9/22/1969,28.55
9/23/1969,28.6
9/24/1969,28.45
9/25/1969,28.46
9/26/1969,28.582
9/29/1969,28.4
9/30/1969,28.37
10/1/1969,28.42
10/2/1969,28.7
10/3/1969,28.65
10/6/1969,28.77
10/7/1969,28.42
10/8/1969,28.55
10/9/1969,28.6
10/10/1969,28.62
10/13/1969,28.72
10/14/1969,28.57
10/15/1969,28.72
10/16/1969,28.52
10/17/1969,28.47
10/20/1969,28.22
10/21/1969,28.42
10/22/1969,28.37
10/23/1969,28.5
10/24/1969,28.47
10/27/1969,28.47
10/28/1969,28.5
10/29/1969,28.45
10/30/1969,28.4
10/31/1969,28.45
11/3/1969,28.55
11/4/1969,28.55
11/5/1969,28.65
11/6/1969,28.55
11/7/1969,28.57
11/10/1969,28.62
11/11/1969,28.92
11/12/1969,28.8
11/13/1969,28.77
11/14/1969,28.87
11/17/1969,28.85
11/18/1969,28.77
11/19/1969,29.05
11/20/1969,29.25
11/21/1969,29.17
11/24/1969,29.55
11/25/1969,29.382
11/26/1969,29.488
11/28/1969,29.434
12/1/1969,29.72
12/2/1969,29.9
12/3/1969,30.12
12/4/1969,30
12/5/1969,30.32
12/8/1969,30.65
12/9/1969,30.4
12/10/1969,30.25
12/11/1969,30.1
12/12/1969,30.15
12/15/1969,30.32
12/16/1969,30.02
12/17/1969,29.75
12/18/1969,29.82
12/19/1969,29.67
12/22/1969,29.85
12/23/1969,29.85
12/24/1969,29.95
12/29/1969,29.35
12/30/1969,29.05
12/31/1969,29.3
1/5/1970,29.47
